ClosedDate,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
4/16/2018,355373.9062499999,SFH,60062,2400,9,2,1,No,3.0,0,2.5,19A
2/14/2020,571130.0,SFH,60202,2630,13,1,1,No,4.0,0,2.0,Pre1900
11/27/2019,393984.37499999994,SFH,60076,1603,8,2,0,Yes,4.0,0,1.0,19A
9/26/2019,378225.0,SFH,60002,4000,10,2,2,Yes,4.0,0,4.0,19A
7/15/2020,522749.99999999994,SFH,60201,1885,8,2,0,No,3.0,0,2.0,19B
12/8/2020,666160.825,SFH,60025,3628,11,4,0,Yes,5.0,0,3.0,19A
8/13/2019,464901.56249999994,SFH,60091,1343,7,1,1,No,3.0,0,1.5,19A
8/31/2017,270434.1582031249,Condo,60077,1630,5,2,0,No,2.0,0,1.0,20A
7/24/2020,307500.0,SFH,60203,2300,7,2,1,Yes,3.0,0,2.5,19A
5/15/2020,461249.99999999994,Townhouse,60062,2203,9,2,1,No,3.0,0,2.0,20A
8/31/2020,207562.49999999997,SFH,60002,940,8,1,1,Yes,3.0,0,4.0,19A
11/4/2019,604109.375,Townhouse,60025,2397,9,3,1,No,3.0,0,2.0,recent
8/29/2019,211175.62499999997,SFH,60076,1025,6,1,0,No,3.0,0,2.0,19A
6/26/2020,302375.0,Condo,60053,1846,5,2,0,No,2.0,0,1.0,20A
4/15/2019,517958.12499999994,SFH,60076,3000,9,3,1,Yes,4.0,0,2.0,19A
5/10/2019,336200.0,Condo,60202,1580,6,2,0,Yes,2.0,0,1.0,19A
10/13/2020,461249.99999999994,SFH,60002,4088,13,5,0,Yes,4.0,0,3.0,19A
5/22/2019,1334293.75,SFH,60201,5115,11,4,1,Yes,4.0,0,2.0,recent
7/12/2017,153429.99179687494,Condo,60077,800,5,1,0,No,2.0,0,0.0,19A
5/2/2019,457021.87499999994,SFH,60053,2566,9,2,1,No,4.0,0,2.5,19A
9/17/2019,608311.875,SFH,60062,2506,8,2,1,No,4.0,0,2.0,19A
10/16/2019,569964.0625,Townhouse,60201,1900,7,2,2,No,3.0,0,2.0,19A
12/10/2020,363874.99999999994,SFH,60053,1861,8,2,0,No,3.0,0,2.0,19A
3/3/2020,1358124.9999999998,SFH,60025,3994,16,4,1,Yes,5.0,1,3.0,20A
10/18/2019,501148.12499999994,SFH,60091,2361,8,2,1,No,3.0,0,2.5,19A
12/17/2020,871249.9999999999,SFH,60062,3110,9,4,1,No,4.0,0,2.0,19A
6/1/2017,324459.17632187484,SFH,60077,1813,8,2,0,No,4.0,0,1.0,19A
12/18/2019,325693.75,Townhouse,60062,2486,9,2,1,No,4.0,0,2.0,19A
11/15/2019,194365.62499999997,Condo,60202,1500,6,2,0,No,3.0,0,0.0,19A
4/19/2019,460173.74999999994,SFH,60077,2400,10,3,1,No,4.0,1,1.1,19B
10/18/2019,199618.74999999997,Condo,60062,1747,6,2,0,No,2.0,0,1.0,19A
4/23/2020,184499.99999999997,SFH,60025,1430,7,1,1,No,3.0,0,2.0,19A
12/14/2017,469120.4785156248,SFH,60076,2454,9,2,0,No,5.0,0,2.0,19B
10/26/2020,420249.99999999994,SFH,60076,2044,9,2,2,Yes,3.0,0,2.0,19A
1/30/2020,589375.0,SFH,60026,6684,16,6,2,Yes,6.0,0,3.0,19A
8/2/2018,401141.7578124999,SFH,60076,1400,7,2,1,Yes,3.0,0,0.0,19A
6/29/2020,843574.9999999999,SFH,60091,4720,9,3,1,Yes,4.0,0,2.0,19A
8/7/2020,229087.49999999997,Townhouse,60203,1088,5,1,1,No,2.0,0,0.0,19A
12/11/2020,866124.9999999999,Condo,60091,2220,6,2,0,No,3.0,0,2.0,19A
10/8/2019,226934.99999999997,Condo,60077,1500,5,2,0,No,2.0,0,1.0,19A
6/21/2019,1365812.5,SFH,60025,4698,11,4,1,Yes,4.0,1,2.0,recent
5/22/2017,827859.6679687497,SFH,60062,4010,9,2,0,No,5.0,0,2.0,19A
8/14/2020,1004499.9999999999,SFH,60062,3039,10,4,1,Yes,4.0,1,2.0,recent
11/15/2018,247684.8437499999,SFH,60076,1512,7,1,1,No,3.0,0,0.0,19A
9/6/2018,355373.9062499999,SFH,60076,1362,6,1,1,No,3.0,0,1.0,19B
3/26/2020,1183875.0,SFH,60025,5248,13,4,1,Yes,4.0,1,2.0,recent
3/7/2019,622495.3125,Condo,60201,1689,6,2,0,No,2.0,0,0.0,20A
12/31/2020,322875.0,Condo,60091,1183,6,1,0,No,1.0,0,1.0,19B
7/21/2020,71750.0,Condo,60201,981,6,1,0,No,2.0,0,0.0,19B
7/22/2019,438635.93749999994,Condo,60091,1850,6,2,0,No,3.0,0,1.0,19A
1/24/2020,420249.99999999994,Condo,60201,1312,5,2,0,No,2.0,0,1.0,20A
4/30/2019,499046.87499999994,Condo,60202,1800,6,2,0,No,3.0,0,1.0,19B
4/18/2019,270010.625,SFH,60203,1285,8,1,1,Yes,4.0,0,2.0,19A
5/14/2020,276750.0,Condo,60201,1357,6,1,0,No,2.0,0,1.0,19B
6/29/2020,1081375.0,SFH,60091,4297,12,3,1,No,5.0,0,2.0,19B
3/12/2019,330841.8125,SFH,60076,1376,7,2,0,No,3.0,0,0.0,19A
8/19/2019,288921.875,SFH,60062,900,5,1,0,No,2.0,0,1.0,19B
7/5/2017,172415.57351562494,Condo,60077,1200,5,2,0,No,2.0,0,0.0,19B
4/5/2019,337250.625,SFH,60091,1113,6,2,0,No,3.0,0,2.0,19A
5/28/2019,351013.8125,SFH,60076,1600,7,2,0,Yes,3.0,0,2.0,19A
9/9/2020,368999.99999999994,Condo,60201,1150,6,2,0,No,2.0,0,1.0,20A
7/16/2020,456124.99999999994,SFH,60025,1440,7,2,0,Yes,3.0,0,1.5,19A
7/15/2020,366949.99999999994,SFH,60062,1250,6,1,1,No,3.0,0,1.0,19A
10/5/2020,840499.9999999999,SFH,60026,2913,10,3,1,Yes,3.0,0,2.0,19A
6/19/2020,242924.99999999997,SFH,60002,1502,8,2,0,No,3.0,0,2.0,19A
5/30/2018,301529.3749999999,SFH,60076,1288,9,3,0,Yes,3.0,2,2.0,19A
9/17/2020,358749.99999999994,SFH,60076,1085,7,2,0,Yes,3.0,0,0.0,19A
1/31/2020,197312.49999999997,Condo,60077,850,4,1,1,No,1.0,0,1.0,20A
4/13/2020,235749.99999999997,SFH,60002,2532,10,2,1,No,4.0,0,2.0,20A
5/5/2017,264915.0937499999,SFH,60076,1268,6,2,0,No,3.0,0,2.0,19A
4/25/2019,777462.4999999999,SFH,60201,2150,7,2,1,Yes,3.0,0,1.0,19B
2/28/2019,262656.25,SFH,60062,1189,6,1,1,Yes,3.0,0,1.0,19A
11/1/2018,683825.5468749998,SFH,60062,2528,9,2,1,No,4.0,0,2.5,19A
7/2/2019,375073.125,Condo,60201,1291,5,2,0,No,2.0,0,2.0,20A
10/23/2018,165841.15624999994,Condo,60076,1200,5,2,0,No,2.0,0,0.0,19A
11/13/2017,277057.03554687486,Townhouse,60076,1081,7,1,1,No,3.0,0,0.0,19A
3/24/2020,272650.0,Condo,60201,1000,4,2,0,No,2.0,0,0.0,19A
6/1/2017,695402.1210937498,SFH,60062,2600,9,2,1,No,4.0,0,2.0,19A
12/21/2020,271625.0,SFH,60062,1000,5,1,0,No,3.0,0,1.0,19A
11/12/2020,271625.0,Condo,60062,2485,7,3,0,No,2.0,0,1.0,19A
7/31/2017,358739.1894531248,SFH,60077,1125,7,2,0,Yes,3.0,0,0.0,19A
9/29/2017,285887.5386718749,SFH,60076,1025,5,1,0,No,3.0,0,2.0,19A
10/2/2020,380274.99999999994,SFH,60076,1808,7,3,0,Yes,3.0,0,2.5,19A
8/31/2020,247024.99999999997,Condo,60202,1000,6,1,0,No,2.0,0,0.0,19B
4/28/2017,397372.6406249998,Condo,60077,1698,6,2,0,No,3.0,0,2.0,20A
9/25/2020,456124.99999999994,SFH,60062,3200,10,2,1,No,4.0,0,2.5,19A
4/2/2019,493793.74999999994,SFH,60201,1504,9,2,0,No,4.0,0,2.0,19B
5/13/2020,220374.99999999997,Townhouse,60062,1265,5,2,0,No,2.0,0,2.0,19A
3/25/2020,156210.0,SFH,60002,1400,6,1,0,No,3.0,0,0.0,19A
10/14/2020,302272.5,Townhouse,60077,2138,7,2,1,No,3.0,0,2.0,19A
4/26/2019,224833.74999999997,Condo,60201,700,3,1,0,No,1.0,0,1.0,20A
8/11/2020,722624.9999999999,SFH,60091,2411,11,2,1,No,4.0,0,2.5,19B
12/21/2020,1591312.4999999998,SFH,60202,4083,11,3,1,No,4.0,0,4.0,19B
5/24/2019,184910.0,SFH,60002,1476,6,2,0,No,3.0,0,2.0,19A
8/13/2018,306913.8281249999,SFH,60076,1685,7,1,1,No,3.0,0,2.0,19A
6/25/2018,613827.6562499998,SFH,60062,2979,10,2,1,No,4.0,0,2.0,19A
10/11/2019,646134.375,SFH,60062,3138,10,3,1,Yes,4.0,0,3.0,19A
9/6/2019,2363906.25,SFH,60091,7130,15,6,1,Yes,6.0,1,3.0,recent
7/3/2019,325693.75,SFH,60002,3386,9,2,1,No,4.0,0,3.0,20A
8/26/2020,430499.99999999994,Condo,60025,2200,7,2,0,No,3.0,0,2.0,19A
10/14/2020,184499.99999999997,SFH,60002,1385,8,2,0,No,3.0,0,2.0,19A
5/8/2020,351062.49999999994,SFH,60076,1445,8,1,1,No,3.0,0,2.0,19B
9/21/2020,178349.99999999997,Condo,60076,1150,6,2,0,No,3.0,0,0.0,19A
10/25/2018,263838.20312499994,Condo,60077,1248,5,2,0,No,2.0,0,1.0,20A
1/31/2019,1705164.3749999998,SFH,60091,4600,6,5,1,Yes,5.0,1,2.0,recent
5/17/2019,294700.3125,SFH,60002,2559,10,2,1,No,4.0,1,3.0,20A
11/13/2019,336094.9375,SFH,60053,1288,8,2,0,No,3.0,1,2.0,19A
7/31/2018,215378.12499999994,SFH,60076,1200,5,1,1,No,2.0,0,1.0,19B
4/3/2020,270600.0,SFH,60002,2039,7,2,1,No,3.0,0,3.0,20A
7/15/2020,261374.99999999997,Condo,60077,1313,5,2,0,No,2.0,0,1.0,20A
6/26/2020,401799.99999999994,SFH,60025,1800,7,2,0,Yes,3.0,0,2.0,19A
8/2/2019,986536.8749999999,SFH,60026,4412,12,5,1,No,6.0,0,3.0,20A
1/25/2019,169150.625,Condo,60077,1000,4,1,0,No,1.0,0,1.0,19A
10/28/2020,249587.49999999997,Condo,60202,1000,4,1,0,No,2.0,0,0.0,19B
2/4/2019,367718.75,Townhouse,60053,1758,6,2,1,No,2.0,0,2.0,recent
3/15/2019,977081.2499999999,SFH,60025,3763,11,4,1,Yes,4.0,1,2.0,recent
11/12/2019,866765.6249999999,SFH,60202,2817,10,2,1,No,5.0,0,2.0,19A
11/13/2020,179374.99999999997,Condo,60025,1300,5,2,0,No,2.0,0,1.0,19A
8/10/2018,322528.7421874999,Condo,60076,1900,6,2,0,No,3.0,0,2.0,19A
8/28/2019,559457.8125,SFH,60062,3164,10,3,1,Yes,4.0,1,2.0,19A
9/14/2020,356699.99999999994,SFH,60053,2300,8,2,0,No,3.0,0,2.0,19A
6/12/2018,409218.4374999999,SFH,60076,2447,9,2,1,No,4.0,0,2.0,19A
12/12/2017,634692.4121093748,SFH,60076,3700,8,2,1,No,3.0,0,2.5,19A
10/15/2019,218529.99999999997,Condo,60062,1348,5,2,0,No,2.0,0,1.0,19A
7/25/2019,514806.24999999994,Condo,60062,2500,6,2,1,No,3.0,0,2.0,20A
8/31/2020,461249.99999999994,Condo,60025,2069,7,2,1,No,3.0,0,2.0,20A
3/31/2020,711862.4999999999,SFH,60203,2700,9,2,1,No,4.0,0,1.0,19B
5/6/2020,325437.5,Condo,60201,1054,6,2,0,No,2.0,0,1.0,20A
7/17/2020,789249.9999999999,SFH,60025,3236,9,4,0,No,4.0,0,2.0,new
8/10/2020,76875.0,SFH,60002,832,5,1,0,No,2.0,0,0.0,19A
6/14/2019,663995.0,SFH,60062,2654,9,2,1,No,4.0,0,2.0,19A
3/24/2020,227549.99999999997,Condo,60201,1300,6,2,0,No,3.0,0,1.0,19A
5/13/2020,154775.0,SFH,60076,1768,7,2,0,No,4.0,0,2.0,19B
2/10/2020,276750.0,SFH,60002,3145,9,3,1,No,4.0,0,3.0,20A
8/17/2020,676499.9999999999,SFH,60203,2400,10,3,1,Yes,4.0,0,1.0,19B
1/15/2020,312625.0,Condo,60053,1900,7,2,1,No,3.0,0,2.0,20A
11/24/2020,512499.99999999994,SFH,60091,3054,10,4,0,No,5.0,0,2.0,19A
3/19/2019,446515.62499999994,Townhouse,60202,2400,6,2,1,No,2.0,0,2.0,20A
6/27/2019,229036.24999999997,Condo,60025,1100,5,2,0,No,2.0,0,1.0,19A
5/13/2019,341453.125,SFH,60025,1500,6,2,0,No,3.0,0,2.0,19A
8/5/2020,409999.99999999994,Townhouse,60062,2565,10,2,1,Yes,4.0,0,2.0,19A
7/15/2020,543660.0,SFH,60077,3720,11,3,0,Yes,3.0,1,2.0,19B
8/15/2019,225779.31249999997,Townhouse,60077,1063,5,1,1,No,2.0,0,0.0,19A
4/30/2020,1399124.9999999998,SFH,60201,4500,12,4,1,Yes,4.0,1,2.0,20A
2/7/2019,278415.625,SFH,60077,1361,7,1,1,No,3.0,0,2.0,19A
4/17/2020,230624.99999999997,SFH,60002,2232,8,2,1,No,3.0,0,2.0,20A
9/15/2017,517688.2457031248,SFH,60076,2400,9,3,0,No,4.0,0,0.0,19B
9/13/2017,320105.7382812499,SFH,60076,1129,8,2,0,Yes,3.0,0,0.0,19A
8/26/2019,231137.49999999997,Condo,60202,1020,6,1,0,No,3.0,0,0.0,19B
8/4/2017,238423.5843749999,Condo,60077,1450,6,2,0,No,3.0,0,1.0,19A
7/13/2020,197824.99999999997,SFH,60002,1557,7,2,0,No,3.0,0,2.0,19A
10/30/2020,1527249.9999999998,SFH,60091,5727,15,5,1,Yes,6.0,0,2.0,20A
5/22/2020,351574.99999999994,Townhouse,60091,1280,5,1,1,No,2.0,0,1.0,19A
11/30/2020,468424.99999999994,SFH,60076,2217,8,2,1,No,4.0,0,0.0,19A
8/20/2020,310062.5,Condo,60202,1100,5,2,0,No,2.0,0,1.0,19A
11/8/2019,185960.625,Condo,60025,1250,5,2,0,No,2.0,0,0.0,19A
5/31/2019,488540.62499999994,Townhouse,60062,2380,8,3,1,Yes,3.0,0,2.0,19A
3/16/2017,364258.2539062498,SFH,60076,3568,11,3,0,No,4.0,0,0.0,19A
12/23/2020,174147.49999999997,Duplex,60201,1392,6,1,1,No,3.0,0,0.0,19A
7/27/2017,285335.63222656236,Condo,60077,1140,4,2,0,No,2.0,0,1.0,20A
7/13/2018,577213.3749999998,SFH,60062,3039,11,2,1,No,5.0,0,2.0,19A
3/30/2017,243942.6488281249,Condo,60077,1850,6,2,0,No,2.0,0,2.0,20A
9/3/2020,233187.49999999997,SFH,60025,1683,6,2,0,No,3.0,0,1.0,19A
10/25/2019,1129421.875,SFH,60062,4518,14,5,0,Yes,4.0,1,2.0,19B
9/30/2020,225499.99999999997,Condo,60202,1105,5,1,0,No,2.0,0,0.0,19B
8/11/2020,240874.99999999997,Condo,60062,1820,7,2,0,No,2.0,0,1.0,19A
3/11/2020,314675.0,Townhouse,60025,2000,6,2,1,No,3.0,0,2.0,19A
9/23/2019,267909.375,SFH,60053,1074,5,1,0,No,3.0,0,2.5,19A
4/28/2017,204370.95669921866,Townhouse,60076,1183,6,1,1,No,3.0,0,0.0,19A
4/5/2019,672400.0,SFH,60202,2831,10,2,1,No,3.0,0,2.0,Pre1900
6/13/2019,244795.62499999997,SFH,60076,1874,9,1,1,No,2.0,0,1.0,19A
12/22/2019,365617.5,SFH,60077,1900,7,2,0,No,3.0,0,2.5,19A
3/8/2019,231137.49999999997,Townhouse,60002,1755,6,2,1,No,2.0,0,2.0,20A
12/13/2017,379711.63437499985,SFH,60076,1684,8,2,1,Yes,3.0,0,0.0,19A
12/22/2020,412049.99999999994,SFH,60062,2138,9,2,1,No,4.0,0,2.0,19A
8/28/2020,280850.0,Condo,60202,1860,7,2,0,No,3.0,0,1.0,19B
11/21/2019,346706.25,Condo,60201,1475,6,2,0,No,3.0,0,0.0,19B
4/14/2019,233238.74999999997,Condo,60202,1200,5,2,0,No,2.0,0,0.0,19A
5/11/2020,553500.0,SFH,60062,3800,11,3,0,No,4.0,0,2.0,19A
5/30/2019,194365.62499999997,Condo,60062,1240,5,2,0,No,2.0,0,1.0,19A
11/19/2020,141450.0,Condo,60053,1200,5,2,0,No,2.0,0,1.0,19A
6/28/2019,1008599.9999999999,SFH,60062,3339,12,4,1,Yes,4.0,2,2.0,20A
2/7/2020,310062.5,SFH,60053,1245,8,2,1,Yes,3.0,0,2.5,19A
7/17/2020,353624.99999999994,SFH,60077,2672,8,2,1,No,4.0,0,2.5,19A
8/2/2019,243219.68749999997,SFH,60002,1804,7,2,1,No,3.0,0,2.0,20A
12/16/2019,383478.12499999994,SFH,60077,1900,11,2,1,Yes,4.0,0,2.1,19A
6/6/2018,543829.7656249999,SFH,60062,2640,10,2,1,Yes,5.0,0,2.5,19A
5/12/2020,299300.0,SFH,60062,2000,6,2,0,No,2.0,0,2.0,19A
3/16/2018,996123.8281249997,SFH,60062,5195,12,4,1,Yes,5.0,0,2.0,19A
7/19/2019,544223.75,SFH,60201,2194,8,2,1,No,3.0,0,2.5,19B
7/17/2020,286897.5,SFH,60002,2652,9,2,1,No,4.0,0,2.0,20A
11/1/2017,1092774.7617187495,SFH,60062,2970,10,4,1,Yes,4.0,1,2.0,recent
5/8/2020,200899.99999999997,Condo,60025,1335,5,2,0,No,2.0,0,1.0,19A
12/5/2019,551578.125,SFH,60062,4000,10,3,1,Yes,3.0,1,2.0,19A
11/23/2020,169126.025,Condo,60202,970,5,2,0,No,2.0,0,0.0,19B
5/3/2019,436009.37499999994,SFH,60076,2000,8,2,2,Yes,3.0,0,1.0,19A
5/6/2020,1460624.9999999998,SFH,60025,6964,13,4,1,Yes,4.0,1,2.5,recent
8/16/2019,640881.25,SFH,60062,3144,8,2,1,No,4.0,0,2.0,19A
10/17/2019,252149.99999999997,SFH,60202,944,5,1,0,No,2.0,0,1.0,19B
12/18/2019,383478.12499999994,SFH,60076,2594,9,2,1,Yes,5.0,0,1.0,19A
10/15/2019,303630.625,SFH,60025,1110,8,1,1,Yes,3.0,1,0.0,19A
5/7/2019,420249.99999999994,SFH,60076,1494,7,2,0,Yes,3.0,0,2.5,19A
3/23/2020,425374.99999999994,Condo,60201,1400,6,2,0,No,2.0,0,1.0,19A
11/17/2020,787199.9999999999,SFH,60201,4500,11,4,0,Yes,4.0,1,2.0,Pre1900
4/30/2020,917374.9999999999,SFH,60025,3800,11,4,1,Yes,5.0,1,2.0,19A
12/1/2020,748147.4999999999,SFH,60025,3773,9,3,1,Yes,3.0,1,2.0,20A
7/25/2018,699978.9062499998,SFH,60062,4222,10,3,2,No,4.0,0,2.0,19B
12/21/2020,594500.0,SFH,60062,2639,9,2,1,No,4.0,0,2.0,19A
7/29/2020,363772.49999999994,SFH,60002,3013,9,3,0,No,5.0,0,3.0,20A
3/13/2020,235749.99999999997,Condo,60025,1100,5,2,0,No,2.0,0,1.0,19A
10/24/2019,252149.99999999997,SFH,60076,7596,7,3,0,No,3.0,0,1.0,19A
12/6/2019,270010.625,SFH,60025,1662,8,2,0,No,3.0,0,2.0,19A
2/26/2019,169150.625,Condo,60025,1117,5,2,0,No,2.0,0,0.0,19A
2/22/2019,135530.625,Condo,60053,850,4,1,0,No,1.0,0,1.0,19A
6/3/2019,1470875.0,SFH,60202,5310,13,4,1,Yes,5.0,0,2.0,Pre1900
5/7/2020,294175.0,SFH,60002,2857,11,2,1,No,4.0,0,3.0,20A
8/31/2020,1291500.0,SFH,60062,5643,13,6,1,Yes,5.0,1,3.0,new
8/6/2020,1322250.0,SFH,60091,4284,12,3,2,Yes,6.0,0,2.0,19B
12/30/2019,299428.125,Condo,60062,2550,7,2,1,No,2.0,0,1.0,19A
7/31/2020,635500.0,SFH,60203,3195,11,2,1,No,4.0,0,2.0,19A
4/17/2019,514805.19937499997,SFH,60202,2750,10,3,0,Yes,5.0,0,2.0,19B
6/26/2020,210124.99999999997,Townhouse,60202,1010,6,1,0,No,2.0,0,0.0,19B
4/30/2018,389834.4062499999,SFH,60076,1458,7,2,1,Yes,3.0,0,2.0,19A
4/23/2019,1497140.625,SFH,60091,5800,15,6,0,Yes,5.0,1,2.0,20A
7/6/2020,396674.99999999994,SFH,60025,1512,7,2,0,Yes,3.0,0,1.0,19A
10/28/2020,307500.0,SFH,60076,1145,6,1,0,No,3.0,0,2.5,19A
8/28/2018,269114.9671874999,Condo,60076,1900,6,2,0,No,2.0,0,1.0,19A
3/10/2017,237319.7714843749,Condo,60077,1248,5,2,0,No,2.0,0,1.0,20A
6/6/2018,1690718.2812499995,SFH,60062,6420,11,5,1,Yes,5.0,1,3.0,recent
4/8/2020,223962.49999999997,SFH,60002,2768,8,2,0,No,3.0,0,2.0,19A
6/6/2018,306913.8281249999,SFH,60076,1276,7,2,0,No,3.0,0,2.5,19A
4/1/2019,1628468.7499999998,SFH,60201,5597,13,4,1,No,6.0,0,3.0,19B
11/13/2020,527875.0,Townhouse,60062,2920,7,2,1,No,3.0,0,2.0,20A
10/11/2019,640881.25,SFH,60202,2707,9,2,0,No,3.0,0,2.0,19B
10/30/2020,363874.99999999994,SFH,60002,3279,11,3,1,No,4.0,0,3.0,20A
12/31/2020,184602.49999999997,Condo,60077,1100,5,2,0,No,2.0,0,1.0,19A
3/1/2019,1013853.1249999999,SFH,60025,4038,13,5,0,Yes,5.0,1,2.0,20A
9/9/2019,144460.9375,Townhouse,60002,1696,6,2,1,Yes,3.0,0,1.0,19A
8/12/2020,117874.99999999999,Condo,60077,1018,4,1,0,No,1.0,0,0.0,19A
11/18/2019,488540.62499999994,SFH,60202,1911,7,1,1,No,3.0,0,0.0,19B
8/20/2020,723649.9999999999,SFH,60025,3230,11,3,1,Yes,4.0,0,2.0,19A
10/31/2019,473831.87499999994,SFH,60202,2808,8,1,1,No,3.0,0,0.0,19B
9/10/2019,392933.74999999994,SFH,60091,1202,7,1,1,No,3.0,0,2.5,19A
8/3/2020,333125.0,SFH,60062,1743,8,3,0,No,4.0,0,2.0,19A
8/19/2019,336200.0,SFH,60076,2394,9,3,0,Yes,3.0,0,2.0,19A
11/20/2020,1090087.5,SFH,60062,4992,11,4,1,Yes,5.0,1,2.0,20A
5/31/2019,367718.75,SFH,60025,1342,6,1,1,No,3.0,0,2.0,19A
11/14/2019,89303.125,SFH,60002,1274,8,2,1,Yes,3.0,1,2.0,19A
6/20/2019,309409.0625,SFH,60002,2797,9,2,1,No,3.0,0,3.0,19A
9/1/2020,307500.0,Townhouse,60201,1248,5,1,1,No,3.0,0,1.0,19A
10/6/2020,240874.99999999997,SFH,60053,1795,6,2,0,No,3.0,0,0.0,19A
5/18/2018,446909.6093749999,SFH,60062,1847,8,2,0,No,2.0,0,2.0,19A
9/29/2020,430499.99999999994,Condo,60091,2212,8,3,1,No,3.0,0,1.0,19A
4/7/2017,375296.3828124998,SFH,60076,1589,9,2,0,No,4.0,0,0.0,19A
6/4/2020,1332500.0,SFH,60091,3757,14,5,1,Yes,4.0,0,3.0,19B
7/1/2019,919296.8749999999,SFH,60091,2932,9,4,1,Yes,3.0,0,1.0,19B
7/28/2017,342181.9960937499,SFH,60076,2100,10,2,1,Yes,3.0,3,0.0,19A
3/16/2020,504146.24999999994,SFH,60203,2174,10,3,0,Yes,3.0,1,0.0,19A
7/15/2019,425503.12499999994,SFH,60002,2660,9,2,1,Yes,4.0,0,0.0,20A
11/30/2017,314586.6738281249,SFH,60077,1078,9,2,0,No,4.0,0,2.5,19A
12/9/2020,440751.02499999997,SFH,60076,2813,8,2,1,No,3.0,0,1.0,19A
4/21/2020,325437.5,Condo,60202,1382,7,1,0,No,3.0,0,1.0,19B
8/30/2019,398186.87499999994,SFH,60077,1288,6,3,0,Yes,3.0,0,2.0,19A
8/20/2019,404490.62499999994,SFH,60025,2010,10,3,0,No,5.0,0,2.0,19A
8/14/2019,808981.2499999999,Duplex,60062,3606,8,2,1,No,3.0,0,2.0,recent
6/11/2020,184499.99999999997,Condo,60077,1531,5,2,0,No,2.0,0,1.0,19A
9/18/2020,788224.9999999999,SFH,60091,2422,8,2,1,Yes,3.0,0,1.0,19A
10/30/2019,609362.5,SFH,60025,2872,9,2,1,No,4.0,0,2.0,19A
6/17/2019,343554.375,SFH,60053,1463,8,2,0,Yes,3.0,1,2.5,19A
9/21/2020,442799.99999999994,SFH,60025,1225,7,2,0,No,3.0,0,2.0,19A
7/29/2020,1214625.0,SFH,60062,5000,14,4,2,Yes,4.0,0,3.0,19A
5/30/2019,338038.59375,Townhouse,60025,1800,7,3,0,No,3.0,0,0.0,19A
3/30/2020,1050625.0,SFH,60062,2970,11,4,1,Yes,4.0,1,2.0,recent
11/21/2019,574691.875,Condo,60201,1571,6,2,1,No,2.0,0,2.0,20A
1/7/2019,591501.875,SFH,60062,3144,9,2,1,No,4.0,0,2.0,19A
12/27/2019,210124.99999999997,SFH,60202,1042,6,2,0,No,3.0,0,1.0,19A
8/19/2020,256249.99999999997,SFH,60077,1000,5,1,0,No,2.0,0,2.0,19A
3/12/2020,258812.49999999997,SFH,60053,1100,6,1,0,No,3.0,0,2.5,19A
6/26/2017,250565.5261718749,SFH,60077,1206,7,2,0,No,3.0,0,2.0,19A
1/30/2019,329370.9375,Condo,60201,1130,5,2,0,No,2.0,0,2.0,20A
1/8/2019,751196.875,SFH,60091,3573,11,2,1,No,4.0,0,2.0,19A
6/10/2019,368769.375,SFH,60025,1616,6,2,0,No,3.0,0,2.0,19A
11/25/2019,238491.87499999997,SFH,60002,2270,9,2,1,No,4.0,0,3.0,20A
9/29/2020,488924.99999999994,Townhouse,60202,2774,7,2,1,No,3.0,0,2.0,20A
2/21/2020,344399.99999999994,Condo,60201,1200,6,2,0,No,2.0,0,1.0,20A
9/21/2020,561187.5,SFH,60062,2372,9,2,0,No,4.0,0,2.0,19A
12/2/2019,882524.9999999999,SFH,60091,3095,9,3,1,No,3.0,0,2.0,19B
9/18/2020,379249.99999999994,Townhouse,60062,2155,7,3,1,Yes,2.0,1,2.0,19A
5/25/2018,376911.7187499999,SFH,60077,1338,9,3,0,Yes,3.0,2,2.0,19A
5/25/2018,2565691.914062499,SFH,60062,10330,17,7,5,Yes,6.0,1,6.0,20A
10/12/2019,236390.62499999997,SFH,60002,2912,6,2,0,No,3.0,0,2.0,20A
2/11/2019,220893.90624999997,Townhouse,60026,1400,6,1,1,No,2.0,0,0.0,19A
12/13/2019,215378.12499999997,Townhouse,60077,1070,5,1,1,No,2.0,0,0.0,19A
7/7/2020,640625.0,SFH,60201,2090,8,2,0,No,3.0,0,1.0,19B
5/20/2019,1187206.25,SFH,60091,3087,10,4,2,Yes,4.0,0,2.0,19B
6/17/2019,459648.43749999994,Townhouse,60026,1835,7,2,1,No,3.0,0,2.0,20A
8/8/2017,1434956.7578124993,SFH,60062,7185,14,5,1,Yes,5.0,1,4.0,20A
3/22/2019,604109.375,Townhouse,60201,2739,7,3,1,No,4.0,0,2.0,19A
7/9/2020,367974.99999999994,Condo,60202,1400,5,2,1,No,2.0,0,1.0,19A
5/31/2019,1628468.7499999998,SFH,60025,5749,13,4,1,Yes,5.0,0,3.0,20A
7/2/2020,376174.99999999994,SFH,60077,1182,8,2,0,Yes,2.0,1,2.0,19A
11/24/2020,818974.9999999999,Townhouse,60062,2487,8,2,1,No,3.0,0,2.0,recent
7/9/2020,379249.99999999994,SFH,60025,1650,8,2,0,No,3.0,1,1.5,19A
