ClosedDate,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
4/6/2020,384374.99999999994,SFH,60025,1400,7,1,1,No,3.0,0,1.0,19A
9/30/2020,484824.99999999994,SFH,60091,2994,10,3,1,Yes,4.0,0,2.0,19A
2/28/2020,353624.99999999994,SFH,60053,2086,8,3,0,Yes,4.0,0,0.0,19A
12/20/2019,399237.49999999994,SFH,60076,1826,7,1,1,No,3.0,0,2.0,19A
4/19/2017,656768.6699218748,SFH,60062,2499,11,2,1,No,5.0,0,2.0,19A
5/31/2019,324643.125,SFH,60025,1400,7,1,1,No,3.0,0,1.0,19B
11/12/2019,278415.625,SFH,60076,1315,7,1,1,Yes,3.0,0,0.0,19A
3/30/2017,607097.0898437498,SFH,60062,2814,11,3,1,Yes,5.0,0,3.0,19A
12/31/2019,156543.125,Condo,60025,1050,5,2,0,No,2.0,0,0.0,19A
12/14/2020,1639999.9999999998,SFH,60062,6715,17,6,1,Yes,5.0,1,4.0,20A
5/3/2019,709171.875,SFH,60062,4017,10,3,1,Yes,4.0,0,2.0,19A
8/27/2019,866765.6249999999,SFH,60091,6000,12,4,2,Yes,5.0,0,2.0,19B
10/9/2020,156825.0,Condo,60053,1100,4,2,0,No,2.0,0,1.0,19A
2/24/2020,296225.0,SFH,60062,1210,6,1,1,No,3.0,0,2.0,19A
3/28/2019,362465.625,SFH,60053,1300,7,2,0,Yes,3.0,0,1.0,19A
8/26/2020,976312.4999999999,SFH,60062,3391,12,4,1,Yes,5.0,0,3.0,19A
4/27/2020,230624.99999999997,SFH,60025,2330,7,1,1,No,3.0,0,0.0,19A
11/7/2019,1460368.75,SFH,60091,8049,17,4,2,Yes,6.0,0,2.1,19B
5/19/2020,635368.7999999999,SFH,60025,3320,11,3,0,Yes,3.0,0,2.0,19A
12/27/2019,385579.37499999994,SFH,60053,2200,10,3,0,Yes,5.0,0,2.0,19A
3/31/2020,819999.9999999999,SFH,60062,10048,16,5,2,Yes,8.0,0,3.0,19A
10/1/2018,210840.10790624993,Condo,60077,1600,5,2,0,No,2.0,0,1.0,19A
4/24/2020,456124.99999999994,SFH,60025,2800,10,2,1,No,4.0,0,2.0,19A
3/20/2017,1986863.203124999,SFH,60062,8090,13,6,1,No,6.0,0,3.0,19A
6/6/2019,425503.12499999994,SFH,60091,2206,8,2,1,No,4.0,0,2.0,19A
12/19/2019,646134.375,SFH,60062,2700,9,2,1,No,4.0,0,2.0,19A
9/19/2019,493793.74999999994,Townhouse,60062,2099,6,2,1,No,3.0,0,2.0,recent
7/12/2018,584751.6093749998,SFH,60062,2784,10,2,1,No,5.0,0,2.5,19A
9/4/2018,208916.78124999994,Condo,60077,1300,5,2,0,No,2.0,0,1.0,19A
7/8/2019,1208218.75,SFH,60091,4260,10,4,1,Yes,4.0,0,2.0,19A
5/3/2019,866765.6249999999,SFH,60091,3500,10,3,0,No,4.0,0,2.0,recent
7/1/2020,1076250.0,SFH,60091,2574,11,4,1,Yes,5.0,0,2.0,20A
7/10/2018,226147.03124999994,Townhouse,60077,1083,7,1,1,No,3.0,0,0.0,19A
10/25/2019,388731.24999999994,SFH,60076,2050,8,2,0,Yes,3.0,0,2.0,19A
3/31/2017,347701.0605468749,SFH,60077,1519,7,2,0,No,3.0,0,0.0,19A
7/16/2019,170726.5625,Condo,60202,654,3,1,0,No,1.0,0,1.0,20A
6/24/2019,209074.37499999997,Condo,60053,1500,5,2,0,No,2.0,0,1.0,19A
10/15/2019,162846.875,Condo,60062,1160,5,2,0,No,2.0,0,1.0,19A
5/30/2019,409743.74999999994,SFH,60053,2400,9,2,0,Yes,4.0,1,2.0,19A
12/31/2020,1009624.9999999999,SFH,60062,4096,12,4,0,Yes,3.0,2,2.0,new
5/29/2020,819999.9999999999,SFH,60091,3850,9,2,1,No,4.0,0,2.0,19A
8/14/2020,840499.9999999999,SFH,60062,3439,13,3,2,Yes,5.0,0,2.5,19A
10/15/2019,604109.375,SFH,60062,3772,13,3,0,No,5.0,0,2.0,19A
10/23/2017,614547.8268554684,SFH,60062,4378,9,5,1,No,5.0,0,2.0,19A
9/23/2019,269485.3125,Condo,60076,1344,5,2,0,No,2.0,0,1.0,19A
11/7/2019,284719.375,Condo,60201,1334,5,2,0,No,2.0,0,1.0,20A
9/2/2020,350549.99999999994,SFH,60053,1144,7,2,0,Yes,3.0,0,2.0,19A
8/31/2020,553500.0,SFH,60025,2437,10,2,0,No,3.0,0,2.5,19A
8/28/2020,435624.99999999994,SFH,60201,1917,7,1,1,No,3.0,0,0.0,19B
3/6/2019,257403.12499999997,Townhouse,60025,1040,5,1,1,No,2.0,0,0.0,19A
12/13/2019,315187.5,SFH,60201,1248,7,1,0,Yes,3.0,0,1.0,19A
5/15/2020,556062.5,SFH,60201,2048,8,2,1,No,4.0,0,0.0,Pre1900
4/27/2020,328000.0,Condo,60202,1800,8,2,0,No,3.0,0,0.0,19B
12/2/2020,415955.24999999994,Townhouse,60062,1813,7,2,1,No,2.0,0,2.0,new
8/6/2019,188061.875,SFH,60002,1650,7,2,0,Yes,3.0,0,2.0,19A
1/17/2019,614615.625,Townhouse,60062,3000,8,2,1,No,4.0,0,2.0,recent
10/8/2020,699562.4999999999,SFH,60002,3500,9,3,0,No,4.0,0,5.0,19A
2/22/2019,428129.68749999994,SFH,60091,2428,8,3,0,Yes,3.0,1,0.0,19A
7/25/2019,658741.875,SFH,60203,2797,8,2,0,No,4.0,0,2.0,19B
8/15/2019,432857.49999999994,Townhouse,60201,1436,8,1,1,No,3.0,0,1.0,19B
8/1/2019,430756.24999999994,SFH,60076,1545,7,2,0,No,3.0,0,2.0,19A
2/28/2020,161437.5,Condo,60062,1250,5,2,0,No,2.0,0,1.0,19A
1/24/2019,257298.06249999997,SFH,60077,1087,5,2,0,Yes,3.0,0,2.5,19A
4/15/2019,330946.875,SFH,60002,3020,10,2,1,No,4.0,0,3.0,19A
4/29/2019,194365.62499999997,Condo,60202,833,4,1,0,No,1.0,0,1.0,19B
6/1/2017,500579.1458984373,SFH,60062,1326,8,2,0,No,4.0,0,1.0,19A
5/15/2019,232713.43749999997,Condo,60202,1000,4,1,0,No,1.0,0,0.0,19B
12/18/2020,128124.99999999999,SFH,60002,2170,5,2,0,No,2.0,0,0.0,19B
8/30/2019,512179.68749999994,SFH,60026,2626,9,2,1,No,4.0,0,2.0,19A
12/11/2020,1095725.0,SFH,60062,4634,12,3,1,Yes,4.0,0,3.0,20A
8/8/2019,405604.2875,SFH,60201,1800,7,1,1,No,3.0,0,2.0,19B
12/3/2020,368999.99999999994,SFH,60076,1638,6,2,0,Yes,3.0,0,2.0,19B
7/28/2017,174402.43671874993,Condo,60077,1496,6,2,0,No,3.0,0,0.0,19A
10/16/2019,495894.99999999994,SFH,60025,1372,6,1,0,No,3.0,0,1.5,19B
8/23/2019,209074.37499999997,Condo,60202,1200,5,1,0,No,2.0,0,0.0,19B
6/19/2019,294069.9375,SFH,60002,2825,9,2,1,No,4.0,0,2.0,recent
8/20/2019,159695.0,Condo,60202,1000,4,1,0,No,2.0,0,0.0,19A
7/15/2020,259324.99999999997,SFH,60076,915,5,1,0,No,2.0,0,2.0,19A
4/2/2019,236390.62499999997,SFH,60076,1350,6,2,0,No,4.0,0,2.0,19A
5/15/2017,423864.14999999985,SFH,60076,1503,7,2,0,Yes,3.0,0,1.0,19A
9/21/2020,830249.9999999999,SFH,60025,4166,9,4,1,Yes,4.0,1,2.0,20A
7/10/2020,230624.99999999997,SFH,60076,1371,6,1,1,No,3.0,0,1.0,19B
7/31/2020,407437.49999999994,Townhouse,60077,3450,9,2,1,No,3.0,0,2.0,20A
11/20/2020,237799.99999999997,SFH,60002,1890,8,2,1,No,4.0,0,2.0,19A
8/31/2017,338870.55742187484,SFH,60062,1008,5,1,0,No,3.0,0,1.5,19A
2/28/2020,567337.5,Townhouse,60026,2182,9,2,1,No,3.0,0,2.0,recent
5/10/2019,294175.0,Townhouse,60062,2228,7,2,1,No,3.0,0,2.0,19A
6/28/2019,224308.43749999997,Condo,60077,1720,6,2,0,No,3.0,0,1.0,19A
7/16/2019,903537.4999999999,Condo,60201,1885,6,2,1,No,2.0,0,1.0,20A
4/30/2020,522749.99999999994,SFH,60091,2492,9,2,0,No,4.0,0,2.0,19A
7/9/2019,577843.75,Townhouse,60077,2770,7,3,1,No,3.0,0,1.0,recent
9/11/2020,294175.0,Duplex,60201,1380,5,1,1,No,2.0,0,1.0,19A
7/30/2019,351959.375,Duplex,60053,2200,7,2,2,Yes,3.0,0,2.0,20A
9/7/2017,210828.26210937492,Condo,60077,1200,5,2,0,No,2.0,0,0.0,19A
4/5/2019,1628468.7499999998,SFH,60202,4970,11,4,3,Yes,5.0,0,3.0,19B
3/25/2020,289050.0,SFH,60053,1269,6,2,0,No,3.0,0,2.5,19A
9/28/2018,498600.3593749998,SFH,60062,1500,4,2,1,No,4.0,0,2.5,19A
8/23/2019,191213.75,Townhouse,60202,1012,6,2,0,Yes,2.0,0,0.0,19B
7/12/2019,257298.06249999997,SFH,60002,2406,11,2,1,No,4.0,0,3.0,19A
11/1/2017,348804.87343749986,SFH,60062,1619,7,1,1,No,3.0,0,2.0,19A
6/27/2019,695513.75,SFH,60077,3933,9,3,1,Yes,4.0,0,2.0,20A
8/13/2020,546325.0,SFH,60091,2270,8,2,1,Yes,3.0,0,2.0,19A
10/21/2020,317750.0,SFH,60053,1452,7,2,1,No,3.0,0,1.0,19A
11/24/2020,153750.0,Condo,60053,1200,5,2,0,No,2.0,0,1.0,19A
9/13/2019,525312.5,SFH,60062,1862,6,2,0,No,2.0,0,2.0,19A
3/31/2020,491999.99999999994,Townhouse,60062,2521,6,2,1,No,3.0,0,2.0,20A
5/16/2019,1208218.75,SFH,60025,3271,13,4,1,Yes,4.0,1,2.0,recent
8/2/2019,956068.7499999999,SFH,60091,3296,10,4,1,No,4.0,0,2.0,Pre1900
8/15/2019,212226.24999999997,Condo,60201,805,3,1,0,No,1.0,0,1.0,20A
12/4/2020,848699.9999999999,SFH,60062,3100,9,3,1,No,4.0,0,2.0,new
11/1/2018,298837.1484374999,Condo,60077,1300,5,2,0,No,2.0,0,2.0,20A
1/15/2019,977081.2499999999,SFH,60202,4400,10,3,1,No,6.0,0,2.0,19B
7/1/2019,355111.25,Condo,60202,1200,5,2,0,No,2.0,0,1.0,20A
7/1/2020,402312.49999999994,Duplex,60062,2565,9,2,1,No,4.0,0,2.0,19A
6/27/2019,142885.0,SFH,60002,852,6,1,0,No,2.0,0,0.0,19A
10/26/2020,176299.99999999997,Townhouse,60076,1068,5,2,1,Yes,2.0,0,0.0,19A
9/4/2019,551578.125,SFH,60091,1440,7,2,1,No,3.0,0,2.0,19B
6/28/2019,399237.49999999994,Townhouse,60091,1426,6,1,1,No,3.0,0,1.0,19A
4/29/2019,650336.875,SFH,60091,2423,10,2,1,No,3.0,0,2.0,19B
8/11/2020,409999.99999999994,SFH,60062,1169,6,2,0,Yes,3.0,0,2.0,19A
6/15/2017,371984.94414062484,Condo,60077,1458,5,2,0,No,2.0,0,1.0,20A
2/28/2019,330946.875,SFH,60201,2000,6,2,0,Yes,3.0,1,3.0,19A
11/30/2020,502249.99999999994,Townhouse,60062,2500,7,3,0,Yes,2.0,1,2.0,19A
4/17/2020,871249.9999999999,SFH,60026,4659,10,4,1,No,5.0,0,3.0,recent
6/26/2020,973749.9999999999,SFH,60062,4236,14,5,1,Yes,4.0,1,2.0,19A
8/3/2020,871249.9999999999,SFH,60091,2870,8,2,1,No,3.0,0,1.0,19B
2/29/2020,237287.49999999997,SFH,60002,1980,7,2,0,No,3.0,0,2.0,19A
9/4/2017,789226.2167968747,SFH,60076,4500,11,4,1,Yes,5.0,1,2.0,19A
11/18/2019,1234484.375,SFH,60062,4582,12,4,2,Yes,4.0,1,2.0,19A
7/8/2019,399237.49999999994,Townhouse,60053,1752,8,2,1,No,3.0,0,2.0,recent
12/16/2019,414996.87499999994,SFH,60053,2236,8,2,0,Yes,3.0,1,2.0,19A
5/29/2020,321850.0,Condo,60201,1400,6,2,0,No,2.0,0,1.0,19B
8/20/2020,338249.99999999994,SFH,60062,1461,11,2,0,Yes,4.0,1,0.0,19A
7/22/2020,481749.99999999994,SFH,60077,2500,9,4,0,Yes,4.0,1,3.0,19A
12/10/2019,222732.49999999997,Townhouse,60202,1140,6,1,0,No,2.0,0,0.0,19A
1/22/2020,245999.99999999997,SFH,60053,1018,7,2,0,Yes,3.0,0,2.0,19A
6/28/2019,541071.875,Condo,60201,1389,5,2,0,No,2.0,0,2.0,20A
10/30/2019,189112.5,Condo,60062,1300,5,2,0,No,2.0,0,0.0,19A
12/7/2020,353624.99999999994,Townhouse,60062,1786,6,2,1,No,2.0,0,2.0,19A
9/30/2020,275725.0,SFH,60053,960,6,2,0,Yes,2.0,1,1.0,19A
9/12/2017,338870.55742187484,SFH,60062,1068,8,1,0,No,3.0,0,1.0,19A
8/6/2020,333125.0,SFH,60062,1362,8,2,0,Yes,3.0,0,1.0,19A
8/6/2020,1024999.9999999999,SFH,60076,6000,14,4,2,No,7.0,0,2.0,19B
5/18/2017,993431.6015624995,SFH,60062,3881,11,3,1,No,4.0,0,3.0,19A
6/21/2019,1591696.8749999998,SFH,60091,6250,13,5,1,Yes,4.0,1,2.0,recent
6/11/2020,271625.0,Condo,60203,1300,5,2,0,No,2.0,0,1.0,19A
5/28/2019,655274.8125,SFH,60091,2553,13,3,1,Yes,5.0,0,3.0,Pre1900
1/11/2019,451768.74999999994,SFH,60077,1300,8,2,1,Yes,3.0,0,2.5,19A
8/20/2019,313611.5625,SFH,60053,1179,6,1,0,No,3.0,0,1.0,19A
5/31/2017,306859.9835937499,SFH,60062,1419,7,1,0,No,3.0,0,1.0,19A
3/30/2020,164512.5,SFH,60002,1632,7,2,0,No,3.0,0,2.0,19A
3/27/2020,338249.99999999994,SFH,60053,1274,7,1,1,Yes,3.0,0,2.0,19A
4/26/2019,218529.99999999997,SFH,60002,1764,7,2,0,No,3.0,0,2.0,19A
9/27/2018,446909.6093749999,SFH,60062,1629,7,2,1,No,3.0,0,2.0,19A
7/29/2019,1484007.8125,SFH,60025,4000,13,5,1,Yes,5.0,1,2.0,20A
8/15/2018,360758.3593749999,SFH,60076,2560,8,2,1,Yes,4.0,0,2.0,19A
7/30/2020,376687.49999999994,Condo,60025,1500,5,2,0,No,2.0,0,1.0,20A
10/29/2019,210124.99999999997,SFH,60202,1120,5,1,0,No,2.0,0,3.0,19A
4/24/2020,307500.0,Condo,60201,1200,5,2,0,No,2.0,0,1.0,19A
3/31/2020,778999.9999999999,SFH,60091,2926,8,2,1,No,3.0,0,2.0,19B
7/2/2019,420249.99999999994,SFH,60025,1915,7,2,0,No,3.0,0,2.0,19A
5/17/2019,292599.0625,SFH,60002,2464,10,2,1,No,3.0,0,4.5,20A
10/11/2019,141834.375,Condo,60062,1200,5,2,0,No,2.0,0,0.0,19A
6/4/2020,145037.5,Condo,60201,1100,6,1,0,No,2.0,0,1.0,19B
7/12/2019,386524.93749999994,SFH,60076,2848,9,3,1,Yes,4.0,0,2.0,19A
6/29/2020,912249.9999999999,SFH,60201,3884,10,3,1,Yes,4.0,1,2.5,20A
9/26/2019,372971.875,SFH,60053,1350,7,2,1,No,3.0,0,2.5,19A
7/10/2020,307500.0,Condo,60203,1390,5,2,0,No,2.0,0,1.0,19A
3/15/2019,1234484.375,SFH,60201,2777,11,3,1,Yes,4.0,1,2.0,19B
7/7/2017,210828.26210937492,Condo,60077,1749,7,2,0,No,3.0,0,1.0,19A
8/14/2020,645750.0,SFH,60025,2507,9,2,1,No,4.0,0,2.0,19A
8/11/2020,926087.4999999999,SFH,60026,5332,14,5,1,Yes,6.0,0,3.0,20A
9/30/2020,410676.49999999994,SFH,60076,2712,12,4,0,Yes,4.0,1,2.0,19B
5/16/2018,673056.6406249998,SFH,60062,2743,10,2,1,No,4.0,0,2.0,19A
7/30/2019,495369.68749999994,Condo,60026,1400,5,2,0,No,2.0,0,1.0,recent
5/24/2019,681855.625,Townhouse,60026,2002,7,3,0,No,3.0,0,2.0,20A
9/30/2019,180182.1875,Townhouse,60202,983,7,2,1,Yes,2.0,0,0.0,19A
5/17/2019,341453.125,SFH,60025,1100,8,2,0,Yes,3.0,1,2.0,19A
9/27/2017,735138.281343359,SFH,60076,2800,6,4,0,No,3.0,0,2.0,20A
10/28/2019,814234.3749999999,Condo,60201,1815,6,2,0,No,3.0,0,1.0,20A
8/15/2019,462274.99999999994,SFH,60025,1651,7,2,0,No,3.0,0,2.0,19A
8/27/2019,152340.625,Duplex,60002,1195,5,1,1,No,2.0,0,1.0,19A
9/18/2019,499046.87499999994,Condo,60201,1569,5,2,0,No,2.0,0,1.0,20A
8/17/2018,479216.3281249998,SFH,60062,1644,7,2,1,No,3.0,0,1.0,19A
9/21/2020,604750.0,SFH,60025,3400,11,3,2,Yes,5.0,0,2.0,19A
11/24/2020,391549.99999999994,Townhouse,60026,2090,7,2,1,No,2.0,0,2.0,19A
4/19/2019,393984.37499999994,SFH,60076,1585,9,1,1,No,3.0,0,2.0,19B
6/14/2019,346706.25,SFH,60076,1100,7,2,0,Yes,3.0,0,1.0,19A
3/13/2019,485388.74999999994,Condo,60201,1653,6,2,0,No,3.0,0,2.0,20A
10/26/2020,881499.9999999999,SFH,60062,5794,10,6,1,Yes,5.0,0,3.0,20A
8/27/2020,218324.99999999997,SFH,60002,2000,9,2,1,Yes,3.0,1,2.0,19A
9/17/2020,625250.0,SFH,60025,3115,9,2,0,No,3.0,1,2.0,19A
11/13/2020,1793749.9999999998,SFH,60202,6120,12,3,2,Yes,6.0,0,2.0,19B
11/13/2020,434599.99999999994,Townhouse,60025,2705,7,2,1,No,3.0,0,2.0,20A
11/20/2020,661125.0,SFH,60062,3092,9,2,1,No,4.0,0,2.0,19A
4/10/2020,292125.0,SFH,60062,2420,10,2,1,No,5.0,0,2.5,19A
6/14/2019,506926.56249999994,SFH,60091,1700,8,2,0,No,4.0,0,2.0,19A
5/11/2017,283128.0064453124,Condo,60077,1402,5,2,0,No,2.0,0,1.0,20A
4/22/2020,517624.99999999994,SFH,60203,2954,11,2,1,Yes,3.0,0,2.0,19A
12/30/2019,818023.979375,SFH,60025,3236,8,3,0,No,3.0,0,2.0,recent
8/31/2017,607097.0898437498,SFH,60077,2640,10,3,1,Yes,4.0,0,2.0,19A
11/23/2020,691874.9999999999,SFH,60201,3000,9,3,1,Yes,4.0,0,2.0,19B
10/4/2019,239017.18749999997,Townhouse,60025,1500,5,1,1,No,2.0,0,0.0,19A
6/12/2019,365512.4375,SFH,60203,1475,6,1,1,No,3.0,0,1.0,19B
12/19/2019,320440.625,SFH,60002,1700,9,3,1,Yes,3.0,1,2.0,19A
9/13/2019,242957.03124999997,Condo,60203,1235,5,2,0,No,2.0,0,2.0,19A
5/3/2019,457021.87499999994,SFH,60062,1673,9,2,1,No,4.0,0,2.0,19A
3/31/2020,559906.25,SFH,60026,2498,10,3,1,Yes,4.0,0,2.0,19A
7/23/2018,710747.8124999998,SFH,60062,3200,8,3,1,Yes,4.0,0,2.0,19A
10/29/2020,268550.0,SFH,60053,2464,7,2,0,No,4.0,0,2.0,Pre1900
10/9/2020,404874.99999999994,Condo,60091,1688,5,2,1,No,2.0,0,1.0,19A
5/22/2019,320440.625,SFH,60002,2844,9,2,1,No,4.0,0,3.0,19A
3/30/2018,263838.20312499994,Condo,60077,1269,5,2,0,No,2.0,0,1.0,20A
8/25/2020,204999.99999999997,Condo,60077,1800,6,2,0,No,3.0,0,0.0,19A
6/30/2020,135300.0,Condo,60077,1000,5,1,0,No,2.0,0,0.0,19B
8/17/2020,281772.5,SFH,60002,2600,10,3,1,Yes,3.0,0,2.5,19A
1/7/2019,194365.62499999997,Townhouse,60076,1159,7,1,1,No,3.0,0,0.0,19A
1/27/2020,233699.99999999997,Townhouse,60002,1950,5,2,1,No,2.0,0,2.0,20A
8/28/2020,686749.9999999999,SFH,60062,3422,9,3,1,No,5.0,0,2.0,19A
8/11/2020,1086500.0,SFH,60062,3565,9,5,1,Yes,4.0,1,2.0,20A
4/27/2020,507374.99999999994,SFH,60091,2143,9,3,0,No,4.0,0,2.5,19A
8/3/2020,794374.9999999999,SFH,60062,4419,11,3,2,No,4.0,0,3.0,19A
7/12/2019,267384.0625,SFH,60002,2197,8,2,1,No,3.0,0,2.0,recent
7/1/2019,180707.5,Condo,60202,1000,4,1,0,No,1.0,0,1.0,19B
12/18/2017,369777.3183593748,SFH,60076,1378,7,2,0,Yes,3.0,0,1.0,19A
2/11/2019,478034.37499999994,SFH,60025,1742,7,1,1,No,3.0,0,2.1,19A
10/13/2017,562944.5742187498,SFH,60062,3300,11,2,2,Yes,4.0,1,2.0,19A
3/4/2019,157593.75,SFH,60002,720,4,1,0,No,2.0,0,2.0,19A
9/13/2019,341453.125,SFH,60076,1353,8,2,1,Yes,3.0,1,3.0,19A
9/15/2020,439212.49999999994,Condo,60201,1314,6,2,0,No,2.0,0,2.0,20A
6/7/2019,367718.75,Townhouse,60077,1868,7,2,1,No,2.0,0,2.0,20A
7/15/2019,273162.5,SFH,60002,3368,9,2,1,No,3.0,0,3.0,20A
11/27/2019,126692.76749999999,Condo,60077,1100,5,1,0,No,2.0,0,0.0,19A
9/13/2019,121347.18749999999,SFH,60002,1248,6,1,0,No,3.0,0,1.0,19A
11/16/2018,258453.7499999999,SFH,60062,1360,6,1,0,No,3.0,0,1.0,19B
5/22/2020,994226.4249999999,SFH,60062,3050,8,2,1,No,3.0,0,2.0,recent
10/30/2020,297250.0,SFH,60076,1262,7,2,0,Yes,3.0,0,2.0,19A
4/30/2020,401287.49999999994,SFH,60202,1700,7,2,0,No,3.0,0,2.0,19A
8/26/2019,179131.5625,Condo,60077,1015,4,1,0,No,1.0,0,1.0,19A
5/8/2020,297250.0,Condo,60062,2350,6,2,1,No,2.0,0,1.0,19A
8/21/2019,393984.37499999994,SFH,60025,1976,11,4,0,Yes,3.0,0,2.0,19A
11/15/2019,330946.875,SFH,60025,1500,8,2,0,Yes,4.0,0,2.0,19A
5/23/2019,842601.2499999999,SFH,60062,3422,9,3,1,No,4.0,0,2.5,19A
12/27/2019,252149.99999999997,Townhouse,60076,1779,7,1,1,No,3.0,0,0.0,19A
11/22/2019,178606.25,Condo,60201,1000,6,1,0,No,2.0,0,0.0,19A
8/21/2019,651387.5,Townhouse,60026,3031,7,3,1,No,3.0,0,2.0,20A
8/18/2017,640211.4765624998,SFH,60062,2810,8,2,1,No,4.0,0,3.0,19B
9/10/2020,626275.0,Duplex,60026,1982,10,3,0,Yes,3.0,0,2.0,20A
9/3/2020,266500.0,SFH,60076,1500,6,1,1,No,3.0,0,2.5,19A
7/30/2020,539150.0,SFH,60062,2241,9,2,1,No,4.0,0,2.5,19A
2/22/2019,283668.75,SFH,60077,1344,8,1,1,No,3.0,1,0.0,19A
10/31/2019,559457.8125,Townhouse,60076,2500,7,2,2,No,3.0,0,2.0,recent
11/8/2018,489985.2343749998,SFH,60076,2294,8,2,1,Yes,4.0,0,2.0,19A
8/26/2020,312625.0,SFH,60076,1039,8,1,0,No,3.0,0,2.0,19A
4/19/2019,367718.75,SFH,60025,2400,10,2,0,No,5.0,0,1.0,19A
10/2/2020,333125.0,SFH,60053,1073,5,1,1,Yes,3.0,0,1.0,19A
6/28/2019,685270.15625,SFH,60201,3400,10,3,1,No,4.0,0,2.0,19B
5/1/2017,144047.58222656243,Condo,60076,1000,5,1,1,No,2.0,0,0.0,19A
4/17/2020,717498.975,SFH,60201,2000,9,2,1,No,4.0,0,1.0,19B
1/14/2020,161950.0,Condo,60062,1350,6,2,0,No,2.0,0,1.0,19A
7/17/2020,1470874.9999999998,SFH,60202,3209,9,4,0,Yes,4.0,0,1.0,19B
12/2/2019,1318534.375,SFH,60025,4500,12,4,1,Yes,4.0,1,3.0,20A
3/23/2020,179374.99999999997,Condo,60077,1300,5,2,0,No,2.0,0,1.0,19A
6/22/2018,624596.5624999998,SFH,60062,3162,11,3,1,Yes,4.0,1,2.0,19A
8/23/2019,399237.49999999994,SFH,60025,1612,7,1,1,No,3.0,0,1.0,19A
5/24/2019,212751.56249999997,SFH,60002,2200,8,2,1,Yes,4.0,0,2.0,19A
8/24/2018,330605.4218749999,SFH,60076,1385,7,2,0,No,3.0,0,2.0,19A
5/31/2019,510603.74999999994,SFH,60026,2098,7,2,0,No,3.0,0,2.0,19A
4/5/2019,357212.5,SFH,60053,1230,7,2,0,Yes,3.0,0,2.5,19A
1/9/2019,272111.875,SFH,60076,1023,5,2,0,No,2.0,0,0.0,19A
5/30/2019,614615.625,SFH,60091,2719,10,2,1,No,4.0,0,2.0,19A
6/7/2019,510603.74999999994,SFH,60025,2640,8,2,1,No,4.0,0,2.0,19A
9/21/2020,193724.99999999997,Condo,60062,1200,5,2,0,No,2.0,0,1.0,19A
11/21/2017,204205.3847656249,Condo,60077,1880,5,2,0,No,2.0,0,2.0,19A
3/15/2019,420249.99999999994,SFH,60025,2075,8,2,1,No,4.0,0,1.0,19A
9/17/2019,383478.12499999994,SFH,60053,1447,9,2,0,Yes,4.0,0,2.5,19A
10/10/2017,527622.5617187498,SFH,60077,3264,12,2,1,No,5.0,0,2.0,19A
6/24/2020,345937.49999999994,SFH,60202,1627,7,2,0,No,3.0,0,2.0,19A
12/3/2019,362465.625,SFH,60025,1293,7,2,0,Yes,4.0,0,2.0,19A
4/24/2019,200669.37499999997,SFH,60002,1801,6,2,0,No,3.0,0,2.0,19A
11/16/2020,599625.0,SFH,60062,2839,9,2,1,No,4.0,0,2.0,19A
7/13/2017,375296.3828124998,Condo,60077,1488,5,2,0,No,2.0,0,1.0,20A
1/20/2020,376687.49999999994,Townhouse,60201,1904,6,2,1,No,2.0,0,1.0,19A
8/26/2020,1096750.0,SFH,60025,3761,10,4,1,Yes,4.0,0,3.0,recent
7/30/2020,276750.0,SFH,60053,865,6,1,0,No,2.0,0,2.0,19A
3/27/2020,189624.99999999997,Condo,60091,1100,5,2,0,No,2.0,0,0.0,19A
7/26/2019,202770.62499999997,Condo,60025,1600,6,2,0,No,3.0,0,1.0,19A
10/16/2020,732874.9999999999,SFH,60091,2051,10,2,1,No,4.0,0,2.0,19A
1/28/2020,304425.0,SFH,60077,1131,8,2,0,Yes,3.0,1,2.0,19A
6/28/2019,333573.4375,SFH,60062,2100,6,2,0,No,2.0,0,2.0,19A
1/15/2019,263706.875,Townhouse,60201,1200,5,1,1,No,2.0,0,1.0,19A
5/30/2019,409743.74999999994,SFH,60062,2045,7,2,0,No,4.0,0,2.5,19A
10/31/2017,331143.8671874999,SFH,60076,1288,7,2,0,No,3.0,0,0.0,19A
2/13/2019,241643.74999999997,Condo,60077,1500,5,2,0,No,2.0,0,1.0,19A
11/13/2020,363874.99999999994,SFH,60076,1300,10,2,0,No,3.0,1,0.0,19A
9/30/2019,241643.74999999997,Townhouse,60076,1100,7,1,1,No,3.0,0,0.0,19A
12/27/2019,246896.87499999997,Condo,60201,900,5,1,0,No,1.0,0,1.0,20A
5/29/2019,557881.875,SFH,60062,2322,8,2,1,No,4.0,0,2.0,19A
5/31/2019,444414.37499999994,SFH,60062,2133,9,3,1,Yes,4.0,0,2.0,19A
9/29/2020,194749.99999999997,Condo,60062,1705,6,2,0,No,2.0,0,1.0,19A
6/18/2019,111366.24999999999,Townhouse,60002,1066,4,1,1,No,2.0,0,1.0,20A
8/21/2019,441262.49999999994,SFH,60091,1220,7,2,0,Yes,3.0,0,2.0,19B
9/18/2020,287000.0,SFH,60053,2212,7,2,0,Yes,3.0,1,2.0,19A
11/5/2020,179374.99999999997,Condo,60062,1200,6,2,0,No,2.0,0,0.0,19A
